"YearBuilt","YearRemodeled","Condition","FinSqFt","Bedroom","FullBath","HalfBath","LotSize","TotalValue","City"
1983,0,"Average",3130,4,2,1,0.918,527200,"CHARLOTTESVILLE"
1982,0,"Average",2219,4,2,1,1.029,468800,"CHARLOTTESVILLE"
1983,0,"Average",2444,5,3,0,0.941,477300,"CHARLOTTESVILLE"
2013,0,"Average",2970,3,2,0,2.304,609800,"CHARLOTTESVILLE"
1997,0,"Good",2539,3,3,1,2.003,550300,"CHARLOTTESVILLE"
1930,1992,"Average",2330,3,2,0,1.41,253600,"CHARLOTTESVILLE"
2002,0,"Average",3635,4,3,1,2.296,943000,"CHARLOTTESVILLE"
1951,1986,"Good",3125,4,2,1,38.54,7278500,"CHARLOTTESVILLE"
1969,1992,"Average",2764,4,3,1,3.124,806900,"CHARLOTTESVILLE"
1970,1997,"Average",2734,3,3,0,1.5,710600,"CHARLOTTESVILLE"
1966,0,"Average",2261,5,3,0,3.06,867200,"CHARLOTTESVILLE"
1987,2007,"Good",3843,5,3,2,3.427,1188000,"CHARLOTTESVILLE"
1987,0,"Average",2356,3,2,1,1.312,455300,"CHARLOTTESVILLE"
1979,0,"Average",3100,5,3,1,2.4,965100,"CHARLOTTESVILLE"
2008,0,"Good",3634,4,5,1,1.634,1284900,"CHARLOTTESVILLE"
1973,0,"Average",3036,5,4,1,1.284,903900,"CHARLOTTESVILLE"
1989,0,"Average",4347,4,4,1,1.132,1011300,"CHARLOTTESVILLE"
1969,2007,"Good",1733,4,3,0,1.326,784000,"CHARLOTTESVILLE"
1962,0,"Average",3299,4,4,1,1.172,1337600,"CHARLOTTESVILLE"
1976,0,"Good",2548,3,2,1,2.009,735000,"CHARLOTTESVILLE"
1970,0,"Good",4244,6,5,0,2.07,1738500,"CHARLOTTESVILLE"
1969,2007,"Good",2089,3,3,1,0,671200,"CHARLOTTESVILLE"
1969,1997,"Good",3732,3,4,1,0.463,1031600,"CHARLOTTESVILLE"
1982,0,"Good",2556,4,3,0,0,871600,"CHARLOTTESVILLE"
1998,0,"Average",2804,4,2,1,0.18,783900,"CHARLOTTESVILLE"
2007,0,"Good",1446,3,2,1,0,195100,"CHARLOTTESVILLE"
2007,0,"Good",1525,3,2,1,0,209700,"CHARLOTTESVILLE"
2007,0,"Good",1187,2,2,0,0,206600,"CHARLOTTESVILLE"
1976,0,"Average",1161,3,2,1,0.3403,276600,"CHARLOTTESVILLE"
1985,0,"Average",1066,3,3,0,0,245300,"CHARLOTTESVILLE"
1984,0,"Average",1092,3,3,0,0,226400,"CHARLOTTESVILLE"
1987,0,"Average",1417,2,1,1,0,173800,"CHARLOTTESVILLE"
1990,0,"Average",1428,2,2,1,0,174100,"CHARLOTTESVILLE"
1990,0,"Average",1128,3,2,0,0.069,220600,"CHARLOTTESVILLE"
1990,0,"Average",1451,3,3,0,0.092,259400,"CHARLOTTESVILLE"
1990,0,"Good",892,1,1,0,0.039,174000,"CHARLOTTESVILLE"
1990,0,"Average",1274,2,2,0,0,209700,"CHARLOTTESVILLE"
1993,0,"Average",1267,2,2,0,0,207700,"CHARLOTTESVILLE"
1992,0,"Average",992,2,1,0,0,175900,"CHARLOTTESVILLE"
1960,0,"Average",1560,4,3,0,2.23,302800,"CHARLOTTESVILLE"
1974,0,"Average",960,3,1,0,1.23,148600,"CHARLOTTESVILLE"
2016,0,"Excellent",1136,2,2,1,8.23,401600,"CHARLOTTESVILLE"
2002,0,"Average",2624,3,2,1,2,313100,"CHARLOTTESVILLE"
1962,0,"Average",1896,4,3,0,1.1894,383100,"CHARLOTTESVILLE"
1973,0,"Average",625,1,1,0,0,102200,"CHARLOTTESVILLE"
2004,0,"Good",1728,3,2,1,0.033,229700,"CHARLOTTESVILLE"
1973,0,"Good",1170,4,2,1,0.8734,304300,"CHARLOTTESVILLE"
1973,2008,"Good",2367,4,2,1,1.3435,348200,"CHARLOTTESVILLE"
1989,2006,"Good",1344,4,3,0,0.97,331600,"CHARLOTTESVILLE"
1974,0,"Average",1449,4,3,0,0.8481,321400,"CHARLOTTESVILLE"
1961,0,"Average",1300,3,2,0,0.9788,269100,"CHARLOTTESVILLE"
1973,0,"Good",1511,3,2,0,1.1727,315000,"CHARLOTTESVILLE"
1972,0,"Good",1372,3,2,0,0.835,324200,"CHARLOTTESVILLE"
1961,0,"Average",1421,3,2,0,0.941,315000,"CHARLOTTESVILLE"
1963,0,"Average",1460,3,2,1,0.8795,309900,"CHARLOTTESVILLE"
1961,0,"Average",1344,3,2,0,0.8836,316900,"CHARLOTTESVILLE"
1900,0,"Average",1071,3,1,0,0.57,115300,"CHARLOTTESVILLE"
1980,0,"Good",3651,4,3,1,31.026,1159500,"NORTH GARDEN"
1992,0,"Average",2944,3,2,1,4.481,533500,"NORTH GARDEN"
1890,0,"Good",4252,5,4,1,29.525,1075900,"NORTH GARDEN"
1950,0,"Average",1076,3,1,0,1.87,168000,"NORTH GARDEN"
1945,0,"Average",1691,3,1,0,9.62,276500,"NORTH GARDEN"
1910,0,"Average",2210,3,2,0,3.35,259900,"NORTH GARDEN"
2015,0,"Average",4541,3,4,1,21,1661500,"CHARLOTTESVILLE"
1946,0,"Good",1159,2,1,0,5.104,231800,"CHARLOTTESVILLE"
1984,2012,"Good",1424,3,2,0,8,294000,"NORTH GARDEN"
1964,2009,"Good",1817,4,3,0,2.945,247000,"NORTH GARDEN"
1998,0,"Good",2695,3,3,0,5.368,527100,"CHARLOTTESVILLE"
1977,0,"Good",2086,4,2,1,2.113,504800,"CHARLOTTESVILLE"
1980,0,"Good",2179,4,2,1,0.975,474600,"CHARLOTTESVILLE"
1985,0,"Excellent",2901,4,3,0,1.727,643800,"CHARLOTTESVILLE"
1983,0,"Average",2184,4,2,1,0.997,485500,"CHARLOTTESVILLE"
1986,0,"Average",2824,4,2,1,2.78,536700,"CHARLOTTESVILLE"
1986,0,"Average",3972,5,3,1,2.04,603900,"CHARLOTTESVILLE"
1986,2005,"Good",3500,4,4,1,2.62,649400,"CHARLOTTESVILLE"
1972,0,"Good",1917,3,2,1,2.3,435900,"CHARLOTTESVILLE"
1994,0,"Good",6459,4,3,2,11.18,1963500,"CHARLOTTESVILLE"
2000,0,"Good",1456,3,2,0,2,325200,"CHARLOTTESVILLE"
1998,0,"Average",4508,5,3,0,2.903,984300,"CHARLOTTESVILLE"
2001,0,"Average",4347,0,3,1,3.424,1062800,"CHARLOTTESVILLE"
2016,0,"Average",3720,5,4,1,2.9,881400,"CHARLOTTESVILLE"
1950,0,"Average",5419,6,8,1,9.42,3266300,"CHARLOTTESVILLE"
1957,0,"Average",3224,4,5,1,3.231,856300,"CHARLOTTESVILLE"
1962,0,"Average",1816,4,3,0,1.693,702400,"CHARLOTTESVILLE"
1960,0,"Average",2329,3,2,1,1.75,400600,"CHARLOTTESVILLE"
2004,0,"Good",2717,4,3,1,0,618600,"CHARLOTTESVILLE"
2002,0,"Average",1768,4,3,0,1.86,674400,"CHARLOTTESVILLE"
1963,0,"Average",2608,4,3,0,3.939,564900,"CHARLOTTESVILLE"
1960,0,"Average",2636,4,2,1,4.568,551000,"CHARLOTTESVILLE"
1976,0,"Average",2001,4,2,1,1.301,415600,"CHARLOTTESVILLE"
1989,2007,"Average",2122,3,2,1,1.556,386600,"CHARLOTTESVILLE"
1988,0,"Average",3284,4,3,1,1.098,505000,"CHARLOTTESVILLE"
1980,0,"Average",3875,4,3,0,1.458,1080100,"CHARLOTTESVILLE"
1968,0,"Average",2612,3,2,1,1.025,688800,"CHARLOTTESVILLE"
1969,1993,"Good",3320,4,4,1,1.393,946400,"CHARLOTTESVILLE"
2009,0,"Average",4142,4,6,0,1.371,1699900,"CHARLOTTESVILLE"
1996,0,"Good",2458,3,3,1,2.22,727000,"CHARLOTTESVILLE"
2000,0,"Good",4707,3,2,1,22.19,1660900,"CHARLOTTESVILLE"
1999,0,"Average",3997,4,4,1,4.47,900800,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1048,3,2,0,0,67500,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Good",740,2,1,0,0,62700,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,58200,"CHARLOTTESVILLE"
1970,0,"Average",783,2,1,0,0,62100,"CHARLOTTESVILLE"
1970,0,"Good",816,2,1,0,0,63200,"CHARLOTTESVILLE"
1970,0,"Average",726,1,1,0,0,59900,"CHARLOTTESVILLE"
1970,0,"Average",870,1,1,0,0,61400,"CHARLOTTESVILLE"
1970,0,"Good",870,1,1,0,0,63900,"CHARLOTTESVILLE"
1956,0,"Average",1734,3,2,0,0,311100,"CHARLOTTESVILLE"
1957,0,"Average",1400,3,2,0,0,305600,"CHARLOTTESVILLE"
1962,0,"Average",1851,4,2,1,0,359700,"CHARLOTTESVILLE"
1963,0,"Average",1543,4,3,0,0,289200,"CHARLOTTESVILLE"
1965,0,"Average",2672,5,3,1,0,402400,"CHARLOTTESVILLE"
1952,0,"Average",960,2,1,0,0,231500,"CHARLOTTESVILLE"
1958,0,"Good",2124,4,2,2,0,384300,"CHARLOTTESVILLE"
1954,0,"Average",988,2,1,0,0.33,96500,"CHARLOTTESVILLE"
1984,0,"Average",2160,5,5,0,0.486,207800,"CHARLOTTESVILLE"
1979,0,"Average",1230,3,1,1,0.083,162400,"CHARLOTTESVILLE"
1969,0,"Average",2249,4,2,1,0.879,389500,"CHARLOTTESVILLE"
2007,0,"Good",2024,3,2,0,0.357,475200,"CHARLOTTESVILLE"
1972,0,"Average",1586,3,2,0,0.8733,300400,"CHARLOTTESVILLE"
1962,0,"Average",1716,4,3,0,0.904,350700,"CHARLOTTESVILLE"
1972,0,"Average",1895,4,2,0,0,318500,"CHARLOTTESVILLE"
1960,2006,"Good",1519,4,3,0,1.645,295200,"CHARLOTTESVILLE"
1974,0,"Average",1477,3,2,0,0,230300,"CHARLOTTESVILLE"
1973,0,"Average",1560,4,3,0,0.491,338400,"CHARLOTTESVILLE"
1973,0,"Good",1272,4,2,1,0,276700,"CHARLOTTESVILLE"
1987,0,"Average",2094,3,2,1,0,385900,"CHARLOTTESVILLE"
2002,0,"Average",2774,3,2,1,48.82,931900,"CHARLOTTESVILLE"
1983,0,"Average",1232,2,2,1,0,208600,"CHARLOTTESVILLE"
1983,0,"Average",1040,2,1,1,0,191400,"CHARLOTTESVILLE"
1984,0,"Average",1040,2,1,1,0,195100,"CHARLOTTESVILLE"
1983,0,"Average",1232,2,2,1,0,208300,"CHARLOTTESVILLE"
1983,0,"Average",1340,3,2,0,0,224000,"CHARLOTTESVILLE"
1983,0,"Average",880,2,1,0,0,178400,"CHARLOTTESVILLE"
1986,0,"Average",1040,3,2,1,0,211500,"CHARLOTTESVILLE"
1984,0,"Good",1040,3,2,1,0,231600,"CHARLOTTESVILLE"
1984,0,"Average",1040,2,1,1,0,177800,"CHARLOTTESVILLE"
1984,0,"Average",880,2,1,0,0,174400,"CHARLOTTESVILLE"
1989,0,"Average",1073,2,2,0,0,153700,"CHARLOTTESVILLE"
1989,0,"Good",1028,2,1,2,0,163600,"CHARLOTTESVILLE"
2002,0,"Average",1712,3,3,1,0,279500,"CHARLOTTESVILLE"
2002,0,"Average",2108,3,3,1,0,303000,"CHARLOTTESVILLE"
1991,0,"Average",1310,2,2,1,0,233400,"CHARLOTTESVILLE"
1991,0,"Average",1158,2,2,1,0,204100,"CHARLOTTESVILLE"
1991,0,"Average",1256,2,3,1,0,238700,"CHARLOTTESVILLE"
1998,0,"Average",1202,2,2,1,0.033,217300,"CHARLOTTESVILLE"
1999,0,"Average",1098,3,3,0,0.082,254900,"CHARLOTTESVILLE"
1997,0,"Average",2640,4,3,1,0.423,524300,"CHARLOTTESVILLE"
1998,0,"Average",2568,4,3,1,0.351,431000,"CHARLOTTESVILLE"
1994,2008,"Good",2722,5,3,1,0.437,491500,"CHARLOTTESVILLE"
2004,0,"Good",2644,5,3,1,0.505,551900,"CHARLOTTESVILLE"
1991,0,"Average",2147,3,2,1,0.564,455400,"CHARLOTTESVILLE"
1986,0,"Good",1718,2,2,0,2.205,247000,"CHARLOTTESVILLE"
1986,0,"Average",1080,3,1,0,3.098,171500,"CHARLOTTESVILLE"
1998,0,"Good",3172,4,3,1,3.93,424700,"CHARLOTTESVILLE"
1990,0,"Good",2281,4,3,0,16.739,534000,"CHARLOTTESVILLE"
1974,2002,"Average",2670,5,3,1,2.133,377200,"CHARLOTTESVILLE"
1948,2007,"Average",1540,2,2,0,0,175800,"CHARLOTTESVILLE"
1965,0,"Average",876,3,1,0,0.46,173300,"CHARLOTTESVILLE"
1965,0,"Average",1360,3,2,0,1.06,232700,"CHARLOTTESVILLE"
1973,0,"Average",960,3,1,0,0.675,166500,"CHARLOTTESVILLE"
1965,0,"Average",1510,3,1,1,0.982,232900,"CHARLOTTESVILLE"
1965,0,"Average",1325,3,1,1,0.97,243900,"CHARLOTTESVILLE"
2002,0,"Average",1928,3,2,0,1.78,321300,"CHARLOTTESVILLE"
1977,2011,"Average",2058,4,2,1,1.49,354300,"CHARLOTTESVILLE"
2003,0,"Average",1434,3,3,0,0.33,355000,"CHARLOTTESVILLE"
1987,0,"Average",2090,4,2,1,0.422,343500,"CHARLOTTESVILLE"
1987,0,"Average",1342,3,2,0,0.372,290700,"CHARLOTTESVILLE"
1988,0,"Average",1598,3,2,0,0.372,292100,"CHARLOTTESVILLE"
1989,0,"Good",2054,4,2,1,0.349,354200,"CHARLOTTESVILLE"
1989,0,"Average",1604,3,2,0,0.331,285300,"CHARLOTTESVILLE"
1989,0,"Average",1419,3,2,0,0.333,288900,"CHARLOTTESVILLE"
1990,0,"Average",1759,3,2,0,0.366,311400,"CHARLOTTESVILLE"
1990,0,"Average",1212,2,2,0,0.268,264300,"CHARLOTTESVILLE"
1992,0,"Average",1144,3,2,0,0.092,249000,"CHARLOTTESVILLE"
1991,0,"Average",1809,4,2,0,0.135,322800,"CHARLOTTESVILLE"
1991,0,"Average",1118,3,2,0,0.137,212400,"CHARLOTTESVILLE"
2005,0,"Average",1646,3,3,1,0.175,288700,"CHARLOTTESVILLE"
1990,0,"Average",1765,4,2,1,0.367,307300,"CHARLOTTESVILLE"
1990,0,"Average",1592,3,2,0,0.33,309900,"CHARLOTTESVILLE"
1991,0,"Average",1398,3,2,0,0.421,292000,"CHARLOTTESVILLE"
1996,0,"Average",2193,3,2,1,0.284,337100,"CHARLOTTESVILLE"
1969,0,"Good",1606,2,2,1,0.183,589900,"CHARLOTTESVILLE"
1985,2014,"Good",2856,4,5,0,0,744400,"CHARLOTTESVILLE"
1986,0,"Average",1066,2,2,1,0,490500,"CHARLOTTESVILLE"
1988,0,"Good",1722,2,2,1,0,494600,"CHARLOTTESVILLE"
1988,0,"Good",2997,2,2,1,0,760100,"CHARLOTTESVILLE"
1994,0,"Good",3691,4,3,1,2.13,764600,"CHARLOTTESVILLE"
1976,2005,"Good",3114,4,4,0,3,837400,"CHARLOTTESVILLE"
1989,0,"Good",2865,4,5,1,3.905,856200,"CHARLOTTESVILLE"
1985,0,"Good",2821,4,2,1,2.082,638400,"CHARLOTTESVILLE"
1954,0,"Average",1228,4,1,1,1.9,296900,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1048,3,2,0,0,67500,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",816,2,1,0,0,63200,"CHARLOTTESVILLE"
1970,0,"Average",783,2,1,0,0,62100,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,60500,"CHARLOTTESVILLE"
1970,0,"Average",783,2,1,0,0,62100,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,57300,"CHARLOTTESVILLE"
1970,0,"Average",726,1,1,0,0,59900,"CHARLOTTESVILLE"
1970,0,"Average",870,1,1,0,0,61400,"CHARLOTTESVILLE"
1970,0,"Average",955,3,2,0,0,62200,"CHARLOTTESVILLE"
1969,0,"Average",1429,3,3,0,0,333500,"CHARLOTTESVILLE"
1966,0,"Average",3342,4,2,1,0,456000,"CHARLOTTESVILLE"
1950,0,"Average",1235,2,2,0,0,227000,"CHARLOTTESVILLE"
1983,0,"Fair",925,2,1,0,0,78500,"CHARLOTTESVILLE"
1981,0,"Good",1312,3,1,2,0.121,230400,"CHARLOTTESVILLE"
1969,0,"Average",671,2,1,0,0,57000,"CHARLOTTESVILLE"
2009,0,"Excellent",1624,3,2,1,0.077,248100,"CHARLOTTESVILLE"
2011,0,"Excellent",1606,3,2,1,0.058,237000,"CHARLOTTESVILLE"
1984,0,"Good",1280,4,2,1,0,200200,"CHARLOTTESVILLE"
1984,0,"Good",1280,3,2,1,0,194500,"CHARLOTTESVILLE"
1986,0,"Good",1337,3,2,1,0,193300,"CHARLOTTESVILLE"
1985,0,"Average",1380,3,2,2,0,209700,"CHARLOTTESVILLE"
1984,0,"Average",1660,3,2,1,0,233600,"CHARLOTTESVILLE"
1984,0,"Average",1660,3,2,1,0,233600,"CHARLOTTESVILLE"
1984,0,"Average",1626,2,2,1,0,236300,"CHARLOTTESVILLE"
1979,0,"Average",1626,2,2,1,0,233700,"CHARLOTTESVILLE"
1979,0,"Average",1660,3,2,1,0,220400,"CHARLOTTESVILLE"
1979,0,"Average",1660,3,2,1,0,220700,"CHARLOTTESVILLE"
1991,0,"Average",2528,2,3,0,0,668200,"CHARLOTTESVILLE"
1994,0,"Average",1616,2,2,0,0,410400,"CHARLOTTESVILLE"
1971,2004,"Average",4055,6,5,1,2.88,1190200,"CHARLOTTESVILLE"
1988,0,"Average",3939,4,4,2,1.71,1015500,"CHARLOTTESVILLE"
1967,0,"Average",2416,5,3,1,2.9,451000,"CHARLOTTESVILLE"
1975,0,"Fair",2265,3,3,1,0.345,371300,"CHARLOTTESVILLE"
1971,0,"Average",2542,4,2,1,0.309,345900,"CHARLOTTESVILLE"
1975,0,"Average",1536,3,2,1,0.344,309500,"CHARLOTTESVILLE"
1965,0,"Good",1675,4,3,0,0,264000,"CHARLOTTESVILLE"
1965,0,"Good",1830,6,3,0,0.344,354500,"CHARLOTTESVILLE"
1996,0,"Average",2282,4,2,1,0.255,401400,"CHARLOTTESVILLE"
1998,0,"Average",3322,5,4,0,0.655,547600,"CHARLOTTESVILLE"
1991,0,"Average",2995,5,3,1,0.513,540000,"CHARLOTTESVILLE"
2004,0,"Good",1936,2,2,0,0.165,402800,"CHARLOTTESVILLE"
2014,0,"Excellent",2400,3,3,1,0.147,387100,"CHARLOTTESVILLE"
2014,0,"Excellent",1280,3,2,0,0.043,291000,"CHARLOTTESVILLE"
2013,0,"Average",2507,3,2,1,0.27,564200,"CHARLOTTESVILLE"
1994,0,"Good",3061,4,3,1,0.383,648000,"CHARLOTTESVILLE"
1996,0,"Average",2696,4,3,1,0.396,426300,"CHARLOTTESVILLE"
1995,0,"Good",2500,4,2,2,0.279,485700,"CHARLOTTESVILLE"
1995,0,"Average",3054,5,3,1,0.388,553000,"CHARLOTTESVILLE"
2001,0,"Average",2286,4,3,1,0.274,399500,"CHARLOTTESVILLE"
2012,0,"Excellent",1588,3,3,1,0.044,316000,"CHARLOTTESVILLE"
2011,0,"Excellent",1588,3,3,1,0.044,313900,"CHARLOTTESVILLE"
2012,0,"Excellent",1797,3,2,1,0.148,457600,"CHARLOTTESVILLE"
2008,0,"Good",3768,5,3,1,0.101,692300,"CHARLOTTESVILLE"
2010,0,"Excellent",1680,3,3,1,0.071,367600,"CHARLOTTESVILLE"
1790,0,"Fair",4446,4,3,1,6.72,295200,"CHARLOTTESVILLE"
1978,0,"Average",1040,5,2,0,2.003,218600,"CHARLOTTESVILLE"
1991,0,"Average",3262,4,3,1,11.986,612200,"CHARLOTTESVILLE"
1981,0,"Average",1298,3,3,0,25.36,364100,"CHARLOTTESVILLE"
1993,0,"Average",3209,3,2,1,6.97,420800,"CHARLOTTESVILLE"
2005,0,"Average",3102,3,4,1,7.86,735200,"CHARLOTTESVILLE"
1990,0,"Average",2368,3,3,0,2.904,389400,"CHARLOTTESVILLE"
1956,0,"Average",2402,4,2,2,3.84,321400,"CHARLOTTESVILLE"
1971,0,"Average",850,3,2,0,3.104,181400,"CHARLOTTESVILLE"
1940,1981,"Average",1588,2,1,1,238,321100,"KESWICK"
1860,2007,"Average",2959,5,2,1,0.93,720700,"KESWICK"
1991,0,"Average",1604,4,2,0,0.332,285300,"CHARLOTTESVILLE"
1991,0,"Average",1354,3,2,0,0.299,315600,"CHARLOTTESVILLE"
1992,0,"Average",1369,3,2,0,0.307,305500,"CHARLOTTESVILLE"
1992,0,"Average",1598,3,2,0,0.303,288000,"CHARLOTTESVILLE"
1997,0,"Average",1837,3,2,1,0.29,327200,"CHARLOTTESVILLE"
1994,0,"Average",1592,3,2,0,0.328,276200,"CHARLOTTESVILLE"
1994,0,"Average",1320,3,2,0,0.341,299700,"CHARLOTTESVILLE"
1995,0,"Average",1592,3,3,0,0.469,330000,"CHARLOTTESVILLE"
1993,0,"Average",1308,3,2,0,0.18,235500,"CHARLOTTESVILLE"
1992,0,"Good",1583,3,2,0,0.174,269500,"CHARLOTTESVILLE"
1997,0,"Average",2829,3,3,1,0.776,411300,"CHARLOTTESVILLE"
2000,0,"Good",1556,3,2,1,0.145,257800,"CHARLOTTESVILLE"
2001,0,"Average",1556,3,2,1,0.125,248400,"CHARLOTTESVILLE"
2001,0,"Average",1480,3,2,1,0.114,249600,"CHARLOTTESVILLE"
1999,0,"Average",1400,3,2,1,0.138,226700,"CHARLOTTESVILLE"
1998,0,"Average",1810,2,2,0,0.146,293400,"CHARLOTTESVILLE"
1999,0,"Average",2108,4,2,1,0.257,335500,"CHARLOTTESVILLE"
1998,0,"Average",2504,4,2,1,0.257,368800,"CHARLOTTESVILLE"
2006,0,"Good",2575,4,3,1,0.46,521500,"CHARLOTTESVILLE"
2005,0,"Average",2596,5,4,1,0.481,521900,"CHARLOTTESVILLE"
2005,0,"Good",2849,4,5,0,0.72,585300,"CHARLOTTESVILLE"
2005,0,"Good",2272,4,2,1,0.46,531900,"CHARLOTTESVILLE"
2007,0,"Average",1558,3,2,1,0.041,253400,"CHARLOTTESVILLE"
2016,0,"Average",2640,5,3,0,1.099,730400,"CHARLOTTESVILLE"
1960,0,"Average",1300,3,1,0,4.6,423100,"CHARLOTTESVILLE"
2013,0,"Excellent",1728,4,3,1,0.054,353000,"CHARLOTTESVILLE"
2013,0,"Excellent",1630,3,3,1,0.051,335000,"CHARLOTTESVILLE"
2015,0,"Excellent",1728,4,3,1,0.04,342300,"CHARLOTTESVILLE"
1952,0,"Average",1025,3,1,0,0,229000,"CHARLOTTESVILLE"
1964,0,"Average",1742,5,4,0,3.822,312200,"CHARLOTTESVILLE"
1979,0,"Average",1230,3,1,1,0.068,158100,"CHARLOTTESVILLE"
1991,0,"Average",2356,4,2,1,1.093,469100,"CHARLOTTESVILLE"
1983,2000,"Good",901,3,1,0,0,78500,"CHARLOTTESVILLE"
1983,0,"Fair",753,2,1,0,0,78500,"CHARLOTTESVILLE"
1969,0,"Average",676,1,1,0,0,57100,"CHARLOTTESVILLE"
1969,0,"Average",897,2,1,0,0,86900,"CHARLOTTESVILLE"
1969,0,"Average",863,2,1,0,0,85200,"CHARLOTTESVILLE"
1982,0,"Good",1304,3,1,3,0,218500,"CHARLOTTESVILLE"
1986,0,"Good",1295,3,2,1,0,190700,"CHARLOTTESVILLE"
1985,0,"Good",1325,3,2,1,0,197300,"CHARLOTTESVILLE"
1984,0,"Average",1660,3,2,1,0,235500,"CHARLOTTESVILLE"
1984,0,"Average",1626,3,2,1,0,220300,"CHARLOTTESVILLE"
1979,0,"Average",1660,3,2,1,0,228300,"CHARLOTTESVILLE"
1979,0,"Average",1320,3,3,0,0,246200,"CHARLOTTESVILLE"
1979,0,"Average",1626,3,2,2,0,239300,"CHARLOTTESVILLE"
1979,0,"Average",1660,3,2,1,0,237600,"CHARLOTTESVILLE"
1979,0,"Good",1320,2,2,0,0,231600,"CHARLOTTESVILLE"
1991,0,"Average",1547,2,2,0,0,415300,"CHARLOTTESVILLE"
1991,0,"Average",1449,2,2,0,0,458900,"CHARLOTTESVILLE"
1994,0,"Average",1616,2,2,0,0,379200,"CHARLOTTESVILLE"
1994,0,"Average",1346,2,2,0,0,359200,"CHARLOTTESVILLE"
1994,0,"Average",1616,2,2,0,0,394800,"CHARLOTTESVILLE"
1964,0,"Average",2625,3,3,0,1.113,781200,"CHARLOTTESVILLE"
1961,0,"Average",1624,5,3,0,1.83,557700,"CHARLOTTESVILLE"
1975,0,"Average",2111,3,3,0,0.603,296700,"CHARLOTTESVILLE"
1964,0,"Average",1943,5,3,0,0.547,346700,"CHARLOTTESVILLE"
1972,0,"Good",2131,3,3,1,0.496,352300,"CHARLOTTESVILLE"
1973,0,"Average",2573,4,2,1,0.418,360900,"CHARLOTTESVILLE"
1930,2000,"Good",5193,5,4,1,5,3427000,"CHARLOTTESVILLE"
1941,1968,"Average",3538,3,3,0,5.12,2214500,"CHARLOTTESVILLE"
1966,2000,"Good",3693,4,3,1,1.926,1401800,"CHARLOTTESVILLE"
1958,2001,"Good",2436,5,2,2,1.5,1399100,"CHARLOTTESVILLE"
1973,2002,"Good",5700,5,5,1,2.49,3010900,"CHARLOTTESVILLE"
2009,0,"Excellent",6988,4,4,1,3.197,3774500,"CHARLOTTESVILLE"
1965,2002,"Average",6164,4,5,0,2.1,2067500,"CHARLOTTESVILLE"
1980,0,"Average",2615,3,2,1,2.02,817400,"CHARLOTTESVILLE"
1968,0,"Average",1386,4,2,2,0,198600,"CHARLOTTESVILLE"
1969,0,"Average",1386,4,3,0,0,197900,"CHARLOTTESVILLE"
1969,0,"Average",1386,4,3,1,0,200800,"CHARLOTTESVILLE"
1969,0,"Average",1386,4,3,1,0,200800,"CHARLOTTESVILLE"
1969,0,"Average",1386,4,3,1,0,202700,"CHARLOTTESVILLE"
1998,0,"Good",3950,3,3,1,4.4,863100,"CHARLOTTESVILLE"
2008,0,"Excellent",2574,3,3,1,0.157,856400,"CHARLOTTESVILLE"
2009,0,"Excellent",2574,3,3,1,0.181,856900,"CHARLOTTESVILLE"
1998,0,"Good",1902,3,3,0,4.172,547600,"CHARLOTTESVILLE"
1983,0,"Fair",816,2,1,0,0.2009,127800,"CHARLOTTESVILLE"
1977,0,"Average",1584,3,2,1,0.2144,253600,"CHARLOTTESVILLE"
1978,0,"Average",1440,3,2,1,0.4196,298300,"CHARLOTTESVILLE"
1977,0,"Average",768,3,2,0,0.2906,258700,"CHARLOTTESVILLE"
1979,0,"Good",1080,3,2,1,0.163,268600,"CHARLOTTESVILLE"
1979,0,"Average",1080,3,1,1,0.126,248800,"CHARLOTTESVILLE"
1980,0,"Average",1120,4,2,1,0.12,288800,"CHARLOTTESVILLE"
